Date,DailyMeanLevel,ReservoirEffectiveStorage,DailyMeanRainfall,Inflow,Outflow,Netflow,NanshiFlow,TotalRawWaterVolumeOfNanshiAndBeishi
2018/11/15,166.21,300.793,0,"1,288,848","3,310,848","-2,022,000","2,125,440","5,436,288"
2018/11/16,165.97,298.688,0,"1,176,336","3,282,336","-2,106,000","2,010,960","5,293,296"
2018/11/17,165.72,296.522,10.3,"1,103,068","3,289,068","-2,186,000","2,010,240","5,299,308"
2018/11/18,165.51,294.74,2,"900,552","1,599,552","-699,000","1,874,160","3,473,712"
2018/11/19,165.44,294.158,11.4,"1,163,480","1,599,480","-436,000","2,001,600","3,601,080"
2018/11/20,165.39,293.639,0.4,"989,336","1,599,336","-610,000","1,987,200","3,586,536"
2018/11/21,165.31,293.019,0.3,"989,472","1,598,472","-609,000","1,881,360","3,479,832"
2018/11/22,165.25,292.438,18.9,"1,165,308","1,600,308","-435,000","1,926,000","3,526,308"
2018/11/23,165.23,292.286,10.3,"1,689,396","1,602,396","87,000","2,176,200","3,778,596"
2018/11/24,165.29,292.83,9,"2,559,432","1,602,432","957,000","2,217,600","3,820,032"
2018/11/25,165.39,293.668,0.2,"2,122,264","1,599,264","523,000","2,286,720","3,885,984"
2018/11/26,165.4,293.802,6,"1,513,956","1,600,956","-87,000","2,118,960","3,719,916"
2018/11/27,165.38,293.592,1.9,"1,251,372","1,599,372","-348,000","1,975,680","3,575,052"
2018/11/28,165.33,293.149,2.7,"1,075,256","1,598,256","-523,000","1,885,680","3,483,936"
2018/11/29,165.26,292.569,0,"906,900","1,602,900","-696,000","1,774,080","3,376,980"
2018/11/30,165.18,291.819,0.1,"822,088","1,604,088","-782,000","1,699,200","3,303,288"
2018/12/1,165.08,290.998,0,"837,380","1,618,380","-781,000","1,553,040","3,171,420"
2018/12/2,164.98,290.127,0,"657,172","1,610,172","-953,000","1,440,000","3,050,172"
2018/12/3,164.87,289.195,0.1,"654,248","1,606,248","-952,000","1,371,600","2,977,848"
2018/12/4,164.76,288.244,0.1,"657,732","1,608,732","-951,000","1,370,520","2,979,252"
2018/12/5,164.65,287.266,4.2,"663,260","1,612,260","-949,000","1,328,256","2,940,516"
2018/12/6,164.54,286.302,5.6,"664,836","1,612,836","-948,000","1,307,520","2,920,356"
2018/12/7,164.44,285.427,14.1,"841,176","1,615,176","-774,000","1,384,920","3,000,096"
2018/12/8,164.38,284.965,15.8,"1,444,544","1,616,544","-172,000","1,404,000","3,020,544"
2018/12/9,164.45,285.603,16.3,"2,992,428","1,615,428","1,377,000","1,748,880","3,364,308"
2018/12/10,164.6,286.827,7.4,"2,559,900","1,611,900","948,000","1,774,800","3,386,700"
2018/12/11,164.68,287.506,4.5,"2,041,920","1,609,920","432,000","1,774,800","3,384,720"
2018/12/12,164.71,287.844,8,"1,952,472","1,607,472","345,000","1,925,280","3,532,752"
2018/12/13,164.75,288.179,9.8,"1,952,932","1,606,932","346,000","1,892,160","3,499,092"
2018/12/14,164.85,289.062,19.4,"3,164,464","1,606,464","1,558,000","1,980,000","3,586,464"
2018/12/15,165.11,291.301,11,"4,207,764","1,603,764","2,604,000","3,063,960","4,667,724"
2018/12/16,165.36,293.447,0.3,"3,084,260","1,603,260","1,481,000","3,037,320","4,640,580"
2018/12/17,165.45,294.202,0.6,"1,860,408","1,599,408","261,000","2,277,720","3,877,128"
2018/12/18,165.49,294.518,0.1,"1,336,176","1,597,176","-261,000","2,111,040","3,708,216"
2018/12/19,165.44,294.137,0,"1,078,568","1,601,568","-523,000","1,922,400","3,523,968"
2018/12/20,165.38,293.559,0,"990,704","1,600,704","-610,000","1,728,720","3,329,424"
2018/12/21,165.3,292.851,0,"782,736","1,478,736","-696,000","1,545,480","3,024,216"
2018/12/22,165.22,292.145,0,"782,872","1,477,872","-695,000","1,448,640","2,926,512"
2018/12/23,165.15,291.558,42.1,"1,307,364","1,481,364","-174,000","1,521,360","3,002,724"
2018/12/24,165.23,292.333,15.5,"2,784,572","1,480,572","1,304,000","2,220,840","3,701,412"
2018/12/25,165.39,293.755,7.8,"3,132,368","1,477,368","1,655,000","1,909,080","3,386,448"
2018/12/26,165.56,295.14,3.7,"2,434,848","1,474,848","960,000","1,810,080","3,284,928"
2018/12/27,165.66,296.058,34.5,"3,048,336","1,473,336","1,575,000","2,118,600","3,591,936"
2018/12/28,166.02,299.284,19.1,"5,417,720","1,467,720","3,950,000","3,268,080","4,735,800"
2018/12/29,166.44,302.959,4.8,"4,636,184","1,463,184","3,173,000","3,409,560","4,872,744"
2018/12/30,166.69,305.134,20.4,"3,407,600","1,461,600","1,946,000","3,816,360","5,277,960"
2018/12/31,167.06,308.482,32.3,"6,426,040","1,454,040","4,972,000","5,947,200","7,401,240"
2019/1/1,167.64,313.631,18.9,"7,543,380","3,796,380","3,747,000","6,307,200","10,103,580"
2019/1/2,167.76,314.587,16.8,"6,572,620","6,661,620","-89,000","6,316,200","12,977,820"
2019/1/3,167.77,314.699,18.4,"7,019,088","6,662,088","357,000","6,793,200","13,455,288"
2019/1/4,167.84,315.378,6.7,"7,374,848","6,658,848","716,000","6,391,800","13,050,648"
2019/1/5,167.75,314.506,1,"4,338,772","6,662,772","-2,324,000","5,221,800","11,884,572"
2019/1/6,167.43,311.624,14.8,"3,551,944","6,670,944","-3,119,000","4,417,200","11,088,144"
2019/1/7,167.32,310.651,3.1,"2,980,740","3,247,740","-267,000","3,988,800","7,236,540"
2019/1/8,167.28,310.336,6.9,"2,801,220","3,245,220","-444,000","3,531,600","6,776,820"
2019/1/9,167.24,309.991,8.3,"3,158,704","3,247,704","-89,000","3,186,000","6,433,704"
2019/1/10,167.27,310.251,0.5,"3,601,732","3,246,732","355,000","3,108,600","6,355,332"
2019/1/11,167.24,309.98,0.2,"2,452,052","3,251,052","-799,000","2,946,600","6,197,652"
2019/1/12,167.12,308.862,2.4,"1,832,824","3,253,824","-1,421,000","2,651,400","5,905,224"
2019/1/13,166.94,307.305,3.9,"1,663,792","3,258,792","-1,595,000","2,415,600","5,674,392"
2019/1/14,166.76,305.643,2.3,"1,497,568","3,266,568","-1,769,000","2,307,600","5,574,168"
2019/1/15,166.55,303.841,8.9,"1,503,440","3,268,440","-1,765,000","2,161,800","5,430,240"
2019/1/16,166.4,302.473,25.9,"2,566,932","3,271,932","-705,000","2,770,200","6,042,132"
2019/1/17,166.38,302.33,9.6,"3,358,888","3,270,888","88,000","3,108,600","6,379,488"
2019/1/18,166.35,302.106,0,"2,569,884","3,274,884","-705,000","2,844,000","6,118,884"
2019/1/19,166.25,301.225,0,"1,782,128","1,870,128","-88,000","2,521,800","4,391,928"
2019/1/20,166.25,301.214,11.4,"1,519,344","1,870,344","-351,000","2,341,800","4,212,144"
2019/1/21,166.25,301.229,15,"2,221,776","1,870,776","351,000","3,009,600","4,880,376"
2019/1/22,166.29,301.592,3.2,"2,134,336","1,869,336","265,000","2,768,400","4,637,736"
2019/1/23,166.3,301.621,0,"1,691,580","1,868,580","-177,000","2,488,320","4,356,900"
2019/1/24,166.27,301.335,0,"1,517,228","1,869,228","-352,000","2,199,600","4,068,828"
2019/1/25,166.21,300.837,0.1,"1,130,972","1,305,972","-175,000","2,077,920","3,383,892"
2019/1/26,166.18,300.587,0.3,"957,140","1,309,140","-352,000","1,927,080","3,236,220"
2019/1/27,166.14,300.203,0,"868,736","1,307,736","-439,000","1,817,640","3,125,376"
2019/1/28,166.08,299.715,0,"867,484","1,307,484","-440,000","1,603,800","2,911,284"
2019/1/29,166.02,299.185,2.3,"696,940","1,310,940","-614,000","1,505,880","2,816,820"
2019/1/30,165.95,298.599,0.1,"697,632","1,312,632","-615,000","1,441,080","2,753,712"
2019/1/31,165.88,297.956,0.9,"700,424","1,313,424","-613,000","1,391,760","2,705,184"
2019/2/1,165.8,297.233,3.6,"651,796","1,877,796","-1,226,000","1,359,360","3,237,156"
2019/2/2,165.67,296.098,0,"615,836","1,315,836","-700,000","1,301,400","2,617,236"
2019/2/3,165.58,295.315,0,"623,492","1,758,492","-1,135,000","1,254,960","3,013,452"
2019/2/4,165.45,294.224,7.4,"620,276","1,317,276","-697,000","1,212,840","2,530,116"
2019/2/5,165.37,293.523,1.3,"620,240","1,317,240","-697,000","1,194,840","2,512,080"
2019/2/6,165.29,292.797,0,"535,140","1,318,140","-783,000","1,158,840","2,476,980"
2019/2/7,165.2,292.04,0.3,"538,048","1,320,048","-782,000","1,135,080","2,455,128"
2019/2/8,165.11,291.215,1.9,"563,520","1,604,520","-1,041,000","1,131,840","2,736,360"
2019/2/9,164.99,290.181,2.1,"531,532","1,484,532","-953,000","1,105,200","2,589,732"
2019/2/10,164.88,289.213,1.7,"484,624","1,608,624","-1,124,000","1,079,280","2,687,904"
2019/2/11,164.76,288.194,2.9,"648,668","1,771,668","-1,123,000","1,045,440","2,817,108"
2019/2/12,164.63,287.061,2.7,"778,496","1,898,496","-1,120,000","1,030,320","2,928,816"
2019/2/13,164.5,285.962,0.4,"777,732","1,896,732","-1,119,000","1,019,160","2,915,892"
2019/2/14,164.37,284.832,0.3,"746,608","1,777,608","-1,031,000","999,360","2,776,968"
2019/2/15,164.24,283.734,0,"703,932","1,903,932","-1,200,000","919,440","2,823,372"
2019/2/16,164.1,282.483,2.3,"620,400","1,904,400","-1,284,000","838,080","2,742,480"
2019/2/17,163.95,281.214,5.1,"626,828","1,908,828","-1,282,000","838,080","2,746,908"
2019/2/18,163.82,280.15,9.6,"1,143,484","1,910,484","-767,000","895,680","2,806,164"
2019/2/19,163.75,279.528,0.2,"1,228,844","1,910,844","-682,000","888,840","2,799,684"
2019/2/20,163.65,278.65,0.1,"892,688","1,913,688","-1,021,000","818,640","2,732,328"
2019/2/21,163.52,277.59,0.7,"804,116","1,909,116","-1,105,000","803,520","2,712,636"
2019/2/22,163.4,276.518,1.1,"729,568","1,916,568","-1,187,000","784,800","2,701,368"
2019/2/23,163.24,275.206,2.2,"648,764","1,918,764","-1,270,000","757,440","2,676,204"
2019/2/24,163.15,274.462,45.9,"2,020,160","1,343,160","677,000","1,213,200","2,556,360"
2019/2/25,163.3,275.754,1.8,"2,443,188","1,342,188","1,101,000","1,404,720","2,746,908"
2019/2/26,163.37,276.323,0.4,"1,661,920","1,915,920","-254,000","1,087,200","3,003,120"
2019/2/27,163.32,275.916,0,"1,341,432","1,341,432",0,"972,000","2,313,432"
2019/2/28,163.3,275.655,0.4,"1,070,540","1,917,540","-847,000","940,320","2,857,860"
2019/3/1,163.19,274.78,0.2,"870,168","1,632,168","-762,000","877,320","2,509,488"
2019/3/2,163.1,274.004,0.1,"866,500","1,795,500","-929,000","855,360","2,650,860"
2019/3/3,162.99,273.096,5.2,"838,600","1,344,600","-506,000","843,480","2,188,080"
2019/3/4,162.89,272.213,0,"948,896","2,128,896","-1,180,000","833,760","2,962,656"
2019/3/5,162.73,270.904,0.3,"779,736","2,126,736","-1,347,000","802,800","2,929,536"
2019/3/6,162.58,269.632,8.2,"870,280","1,961,280","-1,091,000","766,800","2,728,080"
2019/3/7,162.57,269.583,39,"1,764,000",0,"1,764,000","1,708,560","1,708,560"
2019/3/8,162.9,272.449,22.1,"3,712,000",0,"3,712,000","3,222,360","3,222,360"
2019/3/9,163.4,276.692,31.8,"4,756,000",0,"4,756,000","3,627,000","3,627,000"
2019/3/10,164.01,281.917,7.6,"4,962,000",0,"4,962,000","5,090,400","5,090,400"
2019/3/11,164.46,285.661,0,"2,840,000",0,"2,840,000","3,589,200","3,589,200"
2019/3/12,164.72,287.924,0.3,"1,813,000",0,"1,813,000","2,592,000","2,592,000"
2019/3/13,164.9,289.441,2.7,"1,299,000",0,"1,299,000","2,197,440","2,197,440"
2019/3/14,165.01,290.502,0.2,"1,244,332","811,332","433,000","2,004,120","2,815,452"
2019/3/15,165,290.289,2.5,"1,133,716","2,173,716","-1,040,000","1,858,320","4,032,036"
2019/3/16,164.85,288.961,0.1,"967,280","2,177,280","-1,210,000","1,562,400","3,739,680"
2019/3/17,164.71,287.755,7.5,"1,055,936","2,178,936","-1,123,000","1,405,440","3,584,376"
2019/3/18,164.59,286.712,2.9,"1,233,996","2,181,996","-948,000","1,335,240","3,517,236"
2019/3/19,164.48,285.797,0.3,"1,155,800","2,188,800","-1,033,000","1,274,400","3,463,200"
2019/3/20,164.35,284.65,0,"984,576","2,187,576","-1,203,000","1,212,840","3,400,416"
2019/3/21,164.2,283.387,0.1,"903,484","2,189,484","-1,286,000","1,171,800","3,361,284"
2019/3/22,164.04,282.052,1.9,"823,408","2,193,408","-1,370,000","1,123,200","3,316,608"
2019/3/23,163.89,280.684,5.5,"828,488","2,194,488","-1,366,000","1,134,000","3,328,488"
2019/3/24,163.74,279.418,5.9,"918,332","2,197,332","-1,279,000","1,297,080","3,494,412"
2019/3/25,163.59,278.179,5.7,"1,011,012","2,202,012","-1,191,000","1,288,080","3,490,092"
2019/3/26,163.45,276.939,0.3,"845,820","2,204,820","-1,359,000","1,247,760","3,452,580"
2019/3/27,163.28,275.56,0,"852,060","2,208,060","-1,356,000","1,127,880","3,335,940"
2019/3/28,163.12,274.131,0,"773,372","2,211,372","-1,438,000","1,075,680","3,287,052"
2019/3/29,162.94,272.674,7.8,"851,748","2,285,748","-1,434,000","1,019,520","3,305,268"
2019/3/30,162.79,271.371,2.7,"952,728","2,215,728","-1,263,000","1,198,080","3,413,808"
2019/3/31,162.62,269.947,3.8,"701,460","2,213,460","-1,512,000","1,073,520","3,286,980"
2019/4/1,162.46,268.597,13.9,"1,043,528","2,217,528","-1,174,000","1,333,440","3,550,968"
2019/4/2,162.32,267.477,0.4,"1,130,176","2,218,176","-1,088,000","1,375,560","3,593,736"
2019/4/3,162.19,266.323,0.3,"1,043,208","2,213,208","-1,170,000","1,320,480","3,533,688"
2019/4/4,162.04,265.113,2.3,"976,752","2,227,752","-1,251,000","1,230,120","3,457,872"
2019/4/5,161.89,263.859,0.3,"862,788","2,110,788","-1,248,000","1,150,920","3,261,708"
2019/4/6,161.74,262.567,0,"787,692","2,116,692","-1,329,000","1,103,760","3,220,452"
2019/4/7,161.57,261.208,0,"709,860","2,119,860","-1,410,000","1,040,400","3,160,260"
2019/4/8,161.4,259.807,0,"718,108","2,124,108","-1,406,000","992,880","3,116,988"
2019/4/9,161.23,258.347,0,"642,564","2,127,564","-1,485,000","929,520","3,057,084"
2019/4/10,161.05,256.866,1.4,"564,040","2,129,040","-1,565,000","892,080","3,021,120"
2019/4/11,160.87,255.406,11.7,"706,188","1,855,188","-1,149,000","909,720","2,764,908"
2019/4/12,160.74,254.319,4.3,"718,096","1,866,096","-1,148,000","949,680","2,815,776"
2019/4/13,160.6,253.207,11.8,"805,472","1,868,472","-1,063,000","1,173,960","3,042,432"
2019/4/14,160.47,252.137,4.9,"796,032","1,858,032","-1,062,000","1,028,520","2,886,552"
2019/4/15,160.35,251.127,6.4,"796,340","1,856,340","-1,060,000","1,201,680","3,058,020"
2019/4/16,160.29,250.679,32.1,"2,360,784","1,871,784","489,000","1,686,600","3,558,384"
2019/4/17,160.36,251.256,0.4,"2,109,548","1,864,548","245,000","1,833,840","3,698,388"
2019/4/18,160.34,251.113,0,"1,457,988","1,865,988","-408,000","1,425,600","3,291,588"
2019/4/19,160.28,250.604,5.7,"1,229,928","1,880,928","-651,000","1,332,000","3,212,928"
2019/4/20,160.18,249.807,4.9,"1,053,860","1,867,860","-814,000","1,305,000","3,172,860"
2019/4/21,160.17,249.715,24.2,"2,084,456","1,596,456","488,000","1,964,160","3,560,616"
2019/4/22,160.18,249.817,6.5,"1,507,644","1,588,644","-81,000","1,619,640","3,208,284"
2019/4/23,160.16,249.604,0,"1,179,988","1,586,988","-407,000","1,528,560","3,115,548"
2019/4/24,160.1,249.13,0,"982,520","1,550,520","-568,000","1,390,320","2,940,840"
2019/4/25,160.02,248.476,0.5,"859,048","1,590,048","-731,000","1,283,040","2,873,088"
2019/4/26,159.92,247.699,1.6,"860,552","1,590,552","-730,000","1,218,240","2,808,792"
2019/4/27,159.82,246.858,18,"782,164","1,591,164","-809,000","1,233,360","2,824,524"
2019/4/28,159.8,246.743,1.2,"1,915,172","1,592,172","323,000","1,356,480","2,948,652"
2019/4/29,159.8,246.723,0,"1,190,080","1,594,080","-404,000","1,184,400","2,778,480"
2019/4/30,159.74,246.174,6.2,"1,028,332","1,594,332","-566,000","1,112,760","2,707,092"
2019/5/1,159.72,246.123,35.3,"2,321,792","1,593,792","728,000","2,045,160","3,638,952"
2019/5/2,159.88,247.401,45.2,"3,944,360","1,593,360","2,351,000","3,047,400","4,640,760"
2019/5/3,160.31,250.856,1.7,"5,608,808","3,818,808","1,790,000","3,988,800","7,807,608"
2019/5/4,160.38,251.487,2.6,"2,809,304","1,586,304","1,223,000","2,669,400","4,255,704"
2019/5/5,160.46,252.099,1.1,"1,420,316","1,583,316","-163,000","2,179,800","3,763,116"
2019/5/6,160.44,251.892,28.4,"2,527,092","3,832,092","-1,305,000","2,557,800","6,389,892"
2019/5/7,160.16,249.638,20.7,"5,407,600","6,708,600","-1,301,000","5,060,880","11,769,480"
2019/5/8,160.24,250.356,4.3,"3,540,384","1,587,384","1,953,000","4,532,400","6,119,784"
2019/5/9,160.39,251.464,20.6,"3,171,344","3,823,344","-652,000","3,895,200","7,718,544"
2019/5/10,160.34,251.046,2.5,"3,662,640","3,824,640","-162,000","4,579,200","8,403,840"
2019/5/11,160.31,250.91,1.1,"2,562,512","1,585,512","977,000","3,913,200","5,498,712"
2019/5/12,160.4,251.603,0.6,"1,993,260","1,585,260","408,000","3,470,400","5,055,660"
2019/5/13,160.42,251.759,0.2,"1,502,064","1,583,064","-81,000","3,081,600","4,664,664"
2019/5/14,160.4,251.565,0,"1,339,432","1,584,432","-245,000","2,558,880","4,143,312"
2019/5/15,160.35,251.164,5.5,"1,096,188","1,585,188","-489,000","2,309,760","3,894,948"
2019/5/16,160.29,250.652,3,"1,015,044","1,585,044","-570,000","2,120,760","3,705,804"
2019/5/17,160.26,250.492,36.5,"2,319,592","1,586,592","733,000","2,903,760","4,490,352"
2019/5/18,160.46,252.199,39.9,"4,862,908","1,756,908","3,106,000","4,937,400","6,694,308"
2019/5/19,160.64,253.49,1.9,"4,821,120","6,621,120","-1,800,000","4,915,800","11,536,920"
2019/5/20,160.37,251.31,36.7,"5,403,644","6,628,644","-1,225,000","4,482,000","11,110,644"
2019/5/21,160.49,252.392,0.1,"3,708,648","1,584,648","2,124,000","4,219,200","5,803,848"
2019/5/22,160.67,253.824,0,"2,398,284","1,579,284","819,000","3,018,600","4,597,884"
2019/5/23,160.73,254.326,3.5,"1,826,364","1,580,364","246,000","2,747,880","4,328,244"
2019/5/24,160.74,254.35,1.4,"1,417,336","1,581,336","-164,000","2,617,200","4,198,536"
2019/5/25,160.7,254.063,0,"1,251,932","1,579,932","-328,000","2,216,160","3,796,092"
2019/5/26,160.64,253.561,0,"1,007,832","1,580,832","-573,000","2,021,400","3,602,232"
2019/5/27,160.6,253.268,35.9,"2,070,824","1,579,824","491,000","2,627,640","4,207,464"
2019/5/28,160.74,254.36,21.1,"2,154,040","1,580,040","574,000","2,615,400","4,195,440"
2019/5/29,160.76,254.575,0,"1,906,996","1,578,996","328,000","2,409,480","3,988,476"
2019/5/30,160.77,254.651,1.1,"1,496,852","1,578,852","-82,000","2,165,040","3,743,892"
2019/5/31,160.77,254.63,23,"2,319,156","1,581,156","738,000","2,095,560","3,676,716"
2019/6/1,160.98,256.396,43.8,"6,058,476","1,855,476","4,203,000","2,082,240","3,937,716"
2019/6/2,161.77,262.91,4.9,"6,818,836","1,837,836","4,981,000","1,903,320","3,741,156"
2019/6/3,162.02,264.998,0,"3,402,524","3,985,524","-583,000","1,748,520","5,734,044"
2019/6/4,161.88,263.786,2.7,"2,275,620","3,772,620","-1,497,000","1,664,640","5,437,260"
2019/6/5,161.67,262.03,2,"1,790,296","3,781,296","-1,991,000","1,605,240","5,386,536"
2019/6/6,161.41,259.865,3,"1,475,540","3,789,540","-2,314,000","1,512,720","5,302,260"
2019/6/7,161.13,257.553,12.5,"1,576,304","3,800,304","-2,224,000","1,423,080","5,223,384"
2019/6/8,160.85,255.314,0.2,"1,430,908","3,808,908","-2,378,000","1,343,160","5,152,068"
2019/6/9,160.54,252.767,0,"1,129,072","3,825,072","-2,696,000","1,281,960","5,107,032"
2019/6/10,160.21,250.089,7.4,"1,150,928","3,833,928","-2,683,000","1,259,280","5,093,208"
2019/6/11,160.13,249.426,88.5,"8,647,740","3,841,740","4,806,000","3,081,600","6,923,340"
2019/6/12,160.69,254.008,37.6,"8,658,112","6,692,112","1,966,000","4,804,560","11,496,672"
2019/6/13,160.89,255.628,12.7,"7,509,548","6,688,548","821,000","4,296,600","10,985,148"
2019/6/14,161.07,257.076,37.7,"9,305,224","6,670,224","2,635,000","5,511,600","12,181,824"
2019/6/15,161.17,257.892,0,"5,320,228","6,639,228","-1,319,000","3,742,200","10,381,428"
2019/6/16,161.1,257.36,0,"2,973,056","3,796,056","-823,000","2,878,560","6,674,616"
2019/6/17,160.95,256.084,12.5,"2,408,912","3,804,912",-1396000,"2,775,600","6,580,512"
2019/6/18,160.76,254.511,5.3,"1,928,976","3,812,976","-1,884,000","2,623,320","6,436,296"
2019/6/19,160.51,252.478,0.1,"1,619,020","3,823,020","-2,204,000","2,275,200","6,098,220"
2019/6/20,160.22,250.133,0,"1,322,396","3,843,396","-2,521,000","2,048,400","5,891,796"
2019/6/21,159.72,246.063,0,"1,255,672","3,927,672","-2,672,000","1,852,200","5,779,872"
2019/6/22,159.56,244.828,0.4,"1,117,580","3,857,580","-2,740,000","1,735,560","5,593,140"
2019/6/23,159.23,242.114,17.1,"1,221,856","3,869,856","-2,648,000","1,696,680","5,566,536"
2019/6/24,158.94,239.819,11.4,"1,217,416","2,176,416","-959,000","1,777,320","3,953,736"
2019/6/25,158.84,239.037,11.6,"1,168,412","1,487,412","-319,000","1,894,320","3,381,732"
2019/6/26,158.8,238.651,7.1,"1,086,144","1,485,144","-399,000","2,226,600","3,711,744"
2019/6/27,158.74,238.246,2.7,"1,010,808","1,487,808","-477,000","2,331,720","3,819,528"
2019/6/28,158.69,237.775,2,"1,009,628","1,487,628","-478,000","1,977,480","3,465,108"
2019/6/29,158.61,237.199,1.8,"854,688","1,490,688","-636,000","2,154,240","3,644,928"
2019/6/30,158.53,236.53,0,"775,896","1,489,896","-714,000","2,187,360","3,677,256"
2019/7/1,158.43,235.78,18.1,"699,264","1,491,264","-792,000","1,815,480","3,306,744"
2019/7/2,158.4,235.509,37.8,"2,126,992","1,492,992","634,000","2,246,400","3,739,392"
2019/7/3,158.58,236.967,27.2,"4,033,544","1,490,544","2,543,000","3,213,720","4,704,264"
2019/7/4,158.92,239.702,0.2,"3,240,992","1,483,992","1,757,000","2,606,400","4,090,392"
2019/7/5,159.03,240.539,0,"1,803,632","1,483,632","320,000","2,200,320","3,683,952"
2019/7/6,159.04,240.579,0.2,"1,321,616","1,481,616","-160,000","1,963,440","3,445,056"
2019/7/7,159,240.275,0,"1,003,200","1,483,200","-480,000","1,854,360","3,337,560"
2019/7/8,158.94,239.775,10.8,"1,004,172","1,484,172","-480,000","1,714,320","3,198,492"
2019/7/9,158.88,239.332,0.1,"926,964","1,484,964","-558,000","1,571,760","3,056,724"
2019/7/10,158.81,238.711,0.8,"769,116","1,486,116","-717,000","1,487,520","2,973,636"
2019/7/11,158.73,238.11,19.7,"1,247,332","1,486,332","-239,000","1,563,120","3,049,452"
2019/7/12,158.77,238.478,27,"2,442,188","1,486,188","956,000","1,905,120","3,391,308"
2019/7/13,158.85,239.067,0.1,"1,325,360","1,485,360","-160,000","1,838,160","3,323,520"
2019/7/14,158.8,238.701,0.1,"1,008,080","1,486,080","-478,000","1,532,880","3,018,960"
2019/7/15,158.73,238.1,0,"770,152","1,486,152","-716,000","1,426,680","2,912,832"
2019/7/16,158.64,237.364,0,"693,600","1,488,600","-795,000","1,357,920","2,846,520"
2019/7/17,158.54,236.58,21.2,"853,996","1,488,996","-635,000","1,458,720","2,947,716"
2019/7/18,158.5,236.335,18.4,"1,730,236","1,492,236","238,000","1,808,280","3,300,516"
2019/7/19,158.56,236.801,11.4,"2,285,480","1,491,480","794,000","1,834,560","3,326,040"
2019/7/20,158.68,237.732,13.9,"2,281,648","1,485,648","796,000","1,529,280","3,014,928"
2019/7/21,158.75,238.283,8,"1,962,792","1,485,792","477,000","1,582,920","3,068,712"
2019/7/22,158.82,238.85,14.1,"2,122,676","1,484,676","638,000","1,705,680","3,190,356"
2019/7/23,158.91,239.656,39.5,"4,530,008","1,486,008","3,044,000","1,600,200","3,086,208"
2019/7/24,159.48,244.223,11.6,"4,919,516","1,455,516","3,464,000","2,107,080","3,562,596"
2019/7/25,159.71,245.978,2.7,"2,882,440","3,286,440","-404,000","1,832,400","5,118,840"
2019/7/26,159.64,245.409,7.1,"2,483,868","3,290,868","-807,000","1,823,760","5,114,628"
2019/7/27,159.5,244.259,1.4,"1,765,944","3,295,944","-1,530,000","1,685,520","4,981,464"
2019/7/28,159.28,242.498,0.7,"1,373,912","3,300,912","-1,927,000","1,537,920","4,838,832"
2019/7/29,159.07,240.799,0,"1,000,292","1,481,292","-481,000","1,452,240","2,933,532"
2019/7/30,158.99,240.215,0,"844,388","1,484,388","-640,000","1,354,320","2,838,708"
2019/7/31,158.9,239.502,0,"687,612","1,485,612","-798,000","1,285,200","2,770,812"
2019/8/1,158.8,238.688,0.8,"611,096","1,488,096","-877,000","1,208,160","2,696,256"
2019/8/2,158.7,237.832,1.3,"692,636","1,488,636","-796,000","1,167,120","2,655,756"
2019/8/3,158.58,236.917,0.1,"537,256","1,490,256","-953,000","1,137,600","2,627,856"
2019/8/4,158.46,235.975,15.4,"539,004","1,490,004","-951,000","1,095,120","2,585,124"
2019/8/5,158.37,235.216,13.4,"782,360","1,494,360","-712,000","1,329,480","2,823,840"
2019/8/6,158.24,234.133,1.4,"951,184","3,632,184","-2,681,000","1,254,240","4,886,424"
2019/8/7,157.62,229.263,30.4,"1,744,348","6,897,348","-5,153,000","1,348,560","8,245,908"
2019/8/8,157.07,225.088,75.2,"4,817,248","6,907,248","-2,090,000","5,430,600","12,337,848"
2019/8/9,158.59,237.489,98.9,"29,399,732","6,819,732","22,580,000","27,190,800","34,010,532"
2019/8/10,160.31,250.887,0.6,"7,341,428","2,704,428","4,637,000","18,097,200","20,801,628"
2019/8/11,160.55,252.849,0,"3,195,652","2,705,652","490,000","8,485,200","11,190,852"
2019/8/12,160.54,252.723,2.2,"2,211,440","2,701,440","-490,000","5,562,000","8,263,440"
2019/8/13,160.45,251.947,0,"1,725,140","2,704,140","-979,000","3,956,400","6,660,540"
2019/8/14,160.3,250.73,0.1,"1,325,936","2,709,936","-1,384,000","3,276,000","5,985,936"
2019/8/15,160.12,249.265,3.6,"1,168,636","2,712,636","-1,544,000","2,926,440","5,639,076"
2019/8/16,159.94,247.804,15.6,"1,580,300","2,715,300","-1,135,000","2,748,240","5,463,540"
2019/8/17,159.81,246.797,1.4,"1,509,284","2,722,284","-1,213,000","2,628,720","5,351,004"
2019/8/18,159.76,246.457,62,"5,394,780","2,721,780","2,673,000","4,828,320","7,550,100"
2019/8/19,160.22,250.2,21.5,"5,392,244","2,708,244","2,684,000","4,779,000","7,487,244"
2019/8/20,160.47,252.137,2.1,"3,600,592","2,702,592","898,000","4,345,200","7,047,792"
2019/8/21,160.49,252.266,2.7,"2,575,352","3,554,352","-979,000","4,035,600","7,589,952"
2019/8/22,160.06,248.704,0.1,"2,173,020","6,721,020","-4,548,000","3,371,400","10,092,420"
2019/8/23,159.74,246.204,8.9,"1,513,516","3,291,516","-1,778,000","2,928,600","6,220,116"
